DATE,TEAM,POINTS,HOME_AWAY,WIN_PROB,PRED_SPREAD,WON,ACTUAL_SPREAD
2022-11-09,San José State Spartans,63.0,home,0.8605026336999999,10.2904410826,True,15.0
2022-11-09,Georgia Southern Eagles,48.0,away,0.1394973663,-10.2904410826,False,-15.0
2022-11-09,East Carolina Pirates,77.0,home,0.5640990837,1.6385830848,True,2.0
2022-11-09,Mercer Bears,75.0,away,0.43590091629999994,-1.6385830848,False,-2.0
2022-11-08,Purdue Boilermakers,84.0,home,0.9380476194,17.0436708309,True,31.0
2022-11-08,Milwaukee Panthers,53.0,away,0.0619523806,-17.0436708309,False,-31.0
2022-11-08,Immaculata Mighty Macs,47.0,home,0.1608477771,-11.3041457596,False,-27.0
2022-11-08,UAlbany Great Danes,74.0,away,0.8391522229,11.3041457596,True,27.0
2022-11-09,Hartford Hawks,70.0,home,0.4748781713,-0.6599330277,False,-7.0
2022-11-09,Sacred Heart Pioneers,77.0,away,0.5251218287,0.6599330277,True,7.0
2022-11-09,Detroit Mercy Titans,93.0,home,0.9629501328,20.9132095321,True,28.0
2022-11-09,Rochester University (MI) Warriors,65.0,away,0.0370498672,-20.9132095321,False,-28.0
2022-11-09,Georgetown Hoyas,99.0,home,0.886402292,14.2519242061,True,10.0
2022-11-09,Coppin State Eagles,89.0,away,0.11359770799999999,-14.2519242061,False,-10.0
2022-11-09,Duquesne Dukes,91.0,home,0.7075175063,6.0084668817,True,28.0
2022-11-09,Montana Grizzlies,63.0,away,0.2924824937,-6.0084668817,False,-28.0
2022-11-09,South Carolina Gamecocks,80.0,home,0.9338845847999999,18.1415487149,True,3.0
2022-11-09,South Carolina State Bulldogs,77.0,away,0.0661154152,-18.1415487149,False,-3.0
2022-11-08,Providence Friars,66.0,home,0.8718316152,12.4404268128,True,1.0
2022-11-08,Rider Broncs,65.0,away,0.1281683848,-12.4404268128,False,-1.0
2022-11-10,Howard Bison,87.0,home,0.9584133673,23.1327502232,True,13.0
2022-11-10,District Of Columbia Firebirds,74.0,away,0.0415866327,-23.1327502232,False,-13.0
2022-11-10,James Madison Dukes,106.0,home,0.8925305921000001,14.8021796427,True,48.0
2022-11-10,Hampton Pirates,58.0,away,0.1074694079,-14.8021796427,False,-48.0
2022-11-10,Western Illinois Leathernecks,113.0,home,0.9367683411000001,19.1559270033,True,57.0
2022-11-10,Rockford Regents,56.0,away,0.0632316589,-19.1559270033,False,-57.0
2022-11-10,Wright State Raiders,97.0,home,0.613309634,3.105857759,False,-5.0
2022-11-10,Davidson Wildcats,102.0,away,0.386690366,-3.105857759,True,5.0
2022-11-10,South Alabama Jaguars,97.0,home,0.9727347395,24.7349956597,True,38.0
2022-11-10,Mobile Rams,59.0,away,0.0272652605,-24.7349956597,False,-38.0
2022-11-10,Marist Red Foxes,73.0,home,0.6253266035,3.2349025635,True,4.0
2022-11-10,American University Eagles,69.0,away,0.3746733965,-3.2349025635,False,-4.0
2022-11-10,Boise State Broncos,66.0,home,0.7109217332,5.7451530628,False,-2.0
2022-11-10,South Dakota State Jackrabbits,68.0,away,0.2890782668,-5.7451530628,True,2.0
2022-11-10,Norfolk State Spartans,87.0,home,0.9773992877,27.8661450581,True,28.0
2022-11-10,Cairn University Highlanders,59.0,away,0.0226007123,-27.8661450581,False,-28.0
2022-11-10,Youngstown State Penguins,90.0,home,0.7761222904999999,9.0387995732,True,18.0
2022-11-10,UT Martin Skyhawks,72.0,away,0.2238777095,-9.0387995732,False,-18.0
2022-11-10,Fairleigh Dickinson Knights,106.0,home,0.9093363923999999,16.5897815674,True,40.0
